Income,LoanAmount,Age,CreditScore,EmploymentYears,Loan_Status
78093,157734,39,700,18.0,0
20549,133979,29,649,5.0,0
76666,80652,38,712,5.0,0
145946,81867,65,653,13.0,0
93498,266005,43,683,11.0,0
76728,242469,26,779,8.0,0
40154,279882,28,691,7.0,0
109040,264807,26,772,10.0,0
70668,218625,33,623,9.0,0
89854,269548,29,685,7.0,0
92146,297199,21,746,10.0,0
65952,304963,31,843,0.0,0
65713,194914,43,729,5.0,0
97494,198734,39,632,12.0,0
73864,266233,23,611,10.0,0
44877,264455,31,787,19.0,0
77394,196786,44,718,0.0,1
75916,126775,55,740,10.0,0
56630,159522,47,748,19.0,0
60162,210079,56,738,8.0,0
89274,72948,43,685,11.0,0
74314,30690,36,694,4.0,0
56569,255248,48,818,11.0,1
97351,128865,39,655,13.0,0
90165,346530,37,784,9.0,0
72510,195644,54,684,7.0,0
77707,248950,61,771,2.0,0
42807,157209,53,793,9.0,0
77960,63985,39,821,3.0,0
31253,295048,25,664,16.0,0
56662,184873,49,676,9.0,0
95955,149585,53,698,4.0,0
47815,294142,33,645,10.0,0
99642,105461,28,746,0.0,1
67753,291216,26,795,8.0,0
72720,150635,27,671,14.0,0
58542,201045,37,714,7.0,0
120678,252123,39,715,5.0,0
117421,385701,48,658,3.0,1
40325,161582,27,651,7.0,0
116577,212975,45,629,5.0,0
39576,106147,29,836,9.0,0
53983,224513,39,689,4.0,0
87676,52249,42,771,10.0,0
66047,251584,59,683,11.0,0
91858,164481,42,786,5.0,0
94779,232983,26,767,0.0,0
89461,110584,21,636,4.0,0
77969,300888,25,752,2.0,0
56160,210844,22,697,13.0,0
103947,52434,54,680,8.0,0
75544,155872,35,639,2.0,1
109785,181398,31,658,7.0,0
56472,187315,26,788,3.0,0
115811,212945,34,747,12.0,0
67880,190239,42,685,9.0,0
67814,48252,46,764,2.0,0
91451,58382,21,670,9.0,0
32200,282937,57,759,8.0,0
98274,106848,21,731,4.0,0
66348,128942,39,675,14.0,0
53257,136346,34,674,14.0,0
47411,194082,35,637,5.0,0
105692,142530,25,714,6.0,0
65200,229607,43,732,9.0,0
45726,172203,44,740,7.0,0
78854,217925,27,803,16.0,0
48399,371686,57,748,10.0,0
82765,317874,46,744,7.0,0
83442,75916,28,631,13.0,0
83374,245627,22,704,2.0,1
83781,162784,42,755,0.0,0
49628,125790,34,749,8.0,0
53877,236290,26,754,5.0,0
54494,188543,49,794,12.0,0
47383,233630,28,759,8.0,0
77116,82669,45,713,12.0,0
35780,195865,41,796,5.0,0
66622,87155,23,703,1.0,1
58178,20000,27,579,10.0,0
84312,150453,36,664,9.0,0
52148,303332,48,579,11.0,0
75049,193918,45,690,9.0,0
46857,43071,49,711,13.0,0
40090,189509,46,685,1.0,1
70029,148594,37,734,11.0,0
95172,76945,34,695,6.0,0
95549,231803,24,674,8.0,0
102592,107827,21,681,7.0,0
78057,193020,21,725,9.0,0
68898,38001,51,814,6.0,0
44494,67552,52,661,8.0,0
53969,107576,44,793,8.0,0
66130,273749,32,655,8.0,0
42711,78146,48,707,12.0,1
23970,223373,30,627,4.0,1
66829,179306,41,714,8.0,0
70198,191959,24,749,3.0,0
83087,20000,47,753,8.0,0
15173,279156,28,721,3.0,0
51586,118626,48,701,9.0,0
48621,76027,47,700,9.0,0
47304,211033,40,716,14.0,0
90730,202823,24,716,4.0,0
70388,147825,32,763,9.0,0
85807,86854,55,727,11.0,0
54014,172761,40,803,3.0,0
49676,205334,28,716,11.0,0
75306,37607,21,746,10.0,0
41091,100464,36,788,2.0,0
90229,144854,47,733,8.0,0
78426,102194,40,710,8.0,0
79741,196050,37,733,9.0,0
93065,151674,37,678,20.0,0
111533,196548,48,721,6.0,0
87415,270545,44,766,13.0,0
98194,22858,30,759,11.0,0
20123,261421,21,694,4.0,1
59152,199520,47,672,7.0,0
77328,254490,33,850,10.0,0
54879,292130,50,804,11.0,0
52492,358680,23,698,11.0,0
40864,141794,36,796,9.0,0
55242,99103,55,652,10.0,0
59458,231543,42,709,8.0,0
31231,220012,21,760,9.0,0
73569,252384,42,726,0.0,0
79230,204847,39,778,3.0,0
57266,134483,38,636,3.0,0
29721,118236,44,690,0.0,0
70375,285920,31,670,1.0,0
90864,131963,21,773,3.0,0
68721,133714,30,645,9.0,0
72703,283933,29,713,14.0,0
77530,174804,31,708,16.0,0
103256,274607,41,676,10.0,0
71324,192862,25,727,11.0,0
83965,83353,44,770,12.0,0
36572,151330,27,715,7.0,0
102651,230228,40,695,11.0,0
71284,256111,53,757,0.0,0
81131,362888,21,629,3.0,0
54450,146075,56,710,18.0,0
74535,104961,32,721,13.0,0
128328,315087,53,768,14.0,1
49250,226202,49,735,12.0,0
58724,64016,38,795,0.0,0
64446,90694,31,718,9.0,0
48981,299146,33,624,17.0,1
96714,245106,62,706,6.0,0
45054,218787,24,775,6.0,0
98521,242094,28,826,10.0,0
106132,126555,31,738,11.0,0
45732,171835,21,710,15.0,0
90453,212216,58,730,6.0,0
77294,131255,42,655,7.0,0
80491,212815,27,680,12.0,0
68936,132194,51,705,3.0,0
93737,129058,55,767,12.0,0
78596,232520,21,723,2.0,0
107549,168018,31,759,5.0,0
62730,164053,36,788,8.0,0
76386,168892,23,722,11.0,0
49794,314171,44,741,5.0,1
71541,102807,45,661,11.0,0
100660,216464,25,769,4.0,0
55545,196031,60,700,10.0,0
79515,31741,47,679,14.0,0
61060,26802,23,735,19.0,0
81937,20738,43,760,4.0,0
43601,104905,30,607,5.0,0
79995,226549,40,715,7.0,0
72666,137571,24,736,0.0,1
52088,278623,27,703,1.0,0
59190,186368,39,636,8.0,1
70018,133595,39,804,7.0,0
90170,142213,40,729,1.0,0
123556,90364,47,768,0.0,1
65627,97179,46,690,15.0,0
65160,271293,21,798,5.0,0
39664,212547,48,794,0.0,0
47703,221950,27,663,0.0,0
73844,144030,38,712,14.0,1
86665,77424,24,654,7.0,0
31842,242512,22,650,4.0,0
41243,69050,33,736,5.0,0
64398,207107,35,788,4.0,0
55829,365024,38,757,12.0,0
87985,123529,43,666,3.0,0
79427,81083,34,745,0.0,1
61515,246305,34,639,10.0,0
99081,265425,52,736,11.0,0
84505,175993,24,725,14.0,0
57625,178361,45,673,10.0,0
15808,252789,44,576,6.0,0
59726,236077,47,765,5.0,0
26021,107394,22,747,19.0,0
42270,219514,25,690,11.0,0
61740,173835,57,714,7.0,0
64581,217220,24,641,6.0,1
78264,108278,42,791,2.0,0
61017,161634,34,664,8.0,0
66756,237655,37,755,7.0,0
90972,186393,21,750,15.0,0
77123,94014,45,687,4.0,0
46782,164894,41,707,5.0,0
66904,71542,43,682,0.0,0
38598,77446,38,800,10.0,0
91408,244106,39,751,15.0,0
73964,288805,21,798,4.0,0
90763,236107,56,722,5.0,0
42460,249200,33,705,5.0,0
29226,24518,30,707,0.0,0
55575,184924,40,695,8.0,0
44560,167885,36,764,10.0,0
72736,372455,21,784,5.0,0
62008,165340,29,783,8.0,0
40567,76762,34,850,7.0,0
122741,177050,51,693,4.0,0
83949,188334,34,712,19.0,0
112744,285993,33,732,9.0,0
15000,102343,43,789,12.0,0
106680,154295,36,755,3.0,0
72528,169271,58,690,12.0,0
79320,206672,24,603,5.0,0
32622,122044,33,782,0.0,1
73843,276114,36,620,4.0,1
45402,20000,31,758,6.0,0
58783,148946,53,784,7.0,0
48733,187860,44,694,11.0,0
91656,146528,28,810,2.0,0
37445,141708,42,695,12.0,0
55418,240345,34,725,10.0,0
53069,222399,37,753,7.0,0
56678,181970,48,786,7.0,0
68291,357209,22,644,0.0,1
94009,179071,38,728,9.0,0
63966,362568,25,832,12.0,0
91237,226472,39,658,9.0,0
53243,261933,55,752,6.0,0
90725,105817,33,742,0.0,0
66108,125673,56,694,9.0,0
51974,218594,31,660,14.0,0
94779,100383,21,672,15.0,0
41702,194660,32,715,6.0,0
93902,60364,30,726,10.0,0
41414,192713,24,642,4.0,0
91025,86224,21,715,7.0,0
55455,165513,43,639,0.0,0
18328,107414,43,733,0.0,0
48492,162975,47,623,6.0,1
97787,166344,50,712,12.0,0
103108,216065,37,644,6.0,0
89661,107024,40,719,8.0,0
60742,230366,21,684,12.0,0
92985,209335,25,677,3.0,0
34574,228443,45,728,3.0,0
20348,105738,41,703,4.0,1
70810,222564,42,730,6.0,0
47272,150414,49,715,5.0,0
96953,164013,32,693,4.0,0
70417,87946,39,674,26.0,0
66047,137090,22,781,2.0,0
95203,245873,32,723,0.0,0
42668,52350,31,752,11.0,0
89919,220495,45,715,1.0,0
86468,134108,49,753,8.0,0
46438,108553,39,727,10.0,0
38160,120498,30,720,12.0,0
56810,318068,39,813,7.0,0
55456,233726,44,720,8.0,0
81532,86176,21,757,9.0,0
52427,20000,62,661,9.0,0
46595,203407,37,713,0.0,0
66673,245639,30,634,14.0,1
18852,105591,25,774,8.0,0
65933,134958,29,718,5.0,0
46353,175605,21,780,9.0,0
117614,113644,36,685,14.0,0
88266,230702,42,654,8.0,0
109819,157413,44,771,9.0,0
98333,226518,35,831,17.0,0
29897,100108,46,758,16.0,0
92882,284957,36,738,5.0,0
108713,296597,38,720,11.0,0
64222,104893,42,742,5.0,0
144904,245590,31,685,8.0,0
93672,217629,32,679,11.0,0
107968,296014,40,699,7.0,0
63121,108234,52,733,6.0,0
36325,204712,49,696,12.0,0
48885,213305,39,699,6.0,0
68327,224634,52,681,5.0,0
25708,138789,57,706,4.0,0
98748,239169,38,764,7.0,1
41646,243852,38,754,2.0,0
50436,52647,28,739,13.0,0
76687,26423,39,702,6.0,0
54685,322545,36,737,2.0,0
65724,217954,42,723,4.0,0
106281,258278,46,745,10.0,0
101850,210119,26,797,4.0,0
56710,179615,43,608,10.0,0
60311,249790,46,774,16.0,0
83667,295626,55,718,13.0,0
86457,143753,37,734,1.0,0
90932,259959,53,746,9.0,0
73186,195532,36,706,8.0,0
66131,287170,55,732,20.0,0
77009,231538,42,848,13.0,0
66694,219970,21,743,8.0,0
30410,182886,42,749,10.0,0
86613,147063,47,727,5.0,0
77574,176051,21,721,7.0,0
37123,207359,49,761,1.0,0
35300,169683,31,673,3.0,0
16536,63461,32,679,7.0,0
58143,51806,39,786,7.0,0
48362,170470,42,702,8.0,0
49608,207983,40,706,7.0,0
84630,49126,49,708,0.0,0
63491,180524,24,667,1.0,0
36754,239641,29,749,5.0,0
52338,236600,25,662,8.0,0
90326,157663,54,645,16.0,0
87169,153678,44,661,1.0,0
40839,194455,43,745,2.0,0
54429,92003,65,659,8.0,0
52783,294573,43,694,14.0,0
106382,62393,32,689,8.0,0
26520,288343,26,602,6.0,1
31844,150519,57,673,22.0,0
59004,164736,46,673,12.0,0
52546,168068,35,762,10.0,0
117292,133202,61,673,19.0,0
96099,173247,33,649,11.0,0
68637,236482,49,744,11.0,0
105803,308728,38,726,14.0,0
133528,184873,49,710,16.0,0
85608,228639,21,742,8.0,0
77591,251412,34,672,13.0,0
126099,181266,43,758,8.0,0
95935,206144,32,701,7.0,0
35072,99096,26,778,7.0,0
67687,130664,49,707,10.0,0
55888,168921,32,802,1.0,0
82864,157294,21,756,5.0,0
76223,139165,65,770,8.0,0
85619,111319,21,672,0.0,0
88340,148205,35,705,0.0,0
86396,194998,49,698,9.0,0
49976,185591,56,634,0.0,1
63809,196482,43,706,4.0,0
53747,153188,50,682,7.0,0
101292,65638,55,664,11.0,0
99530,150955,45,763,6.0,0
52954,276067,31,758,11.0,0
28738,167373,30,655,8.0,0
76384,117493,39,779,10.0,0
84280,210453,50,714,9.0,0
58074,205781,29,749,1.0,0
104189,143083,33,769,4.0,0
70757,113004,21,723,8.0,0
49092,65374,44,725,7.0,0
55474,232248,37,767,20.0,0
77709,170149,39,723,0.0,0
81719,95821,23,656,9.0,0
50004,133391,27,719,4.0,0
26929,305874,34,664,16.0,0
36424,29886,50,690,0.0,0
90874,130977,29,699,13.0,0
54814,77267,30,745,0.0,0
32497,223865,30,721,2.0,0
64593,209193,44,677,15.0,0
75896,304657,32,778,8.0,0
47803,74672,27,722,3.0,0
116657,267087,49,759,16.0,0
76535,94167,51,744,11.0,0
72128,208592,41,754,8.0,0
41437,200860,45,767,5.0,0
87261,106187,31,622,6.0,1
93454,160115,46,850,8.0,0
51564,205655,35,627,10.0,0
54814,64557,48,767,6.0,0
86530,312936,39,647,6.0,0
38379,168358,36,729,10.0,0
55296,171850,52,787,6.0,0
59327,216557,52,703,0.0,0
63885,153335,39,706,8.0,0
28282,217639,27,794,3.0,0
66878,82849,48,763,3.0,0
139266,237083,54,753,7.0,0
67611,216884,22,763,10.0,1
30922,179245,21,705,13.0,0
26479,201443,43,817,4.0,0
81525,157226,41,691,22.0,0
127629,279219,32,689,1.0,0
69530,144235,50,715,15.0,0
101817,59429,30,685,11.0,0
30293,309333,21,725,11.0,0
76882,158099,57,800,9.0,0
79387,74337,31,760,3.0,0
21255,319997,31,659,7.0,1
43445,143357,27,708,7.0,0
80429,130942,21,724,17.0,0
26376,185615,36,712,5.0,0
95151,120718,46,773,5.0,0
38910,190048,44,697,5.0,0
72366,178074,31,750,2.0,0
118713,225701,37,727,16.0,0
45957,154293,28,769,7.0,0
98936,94654,37,658,8.0,0
61561,89803,48,662,3.0,0
68344,145395,40,680,5.0,0
60839,20000,22,679,9.0,0
55679,229100,32,664,8.0,0
70094,156703,22,721,15.0,0
102536,143364,37,655,8.0,0
114795,77103,38,629,14.0,1
60090,204457,55,703,6.0,0
72872,168207,55,765,12.0,0
75791,312566,43,706,0.0,1
38711,155995,32,750,2.0,0
15000,248754,60,756,4.0,1
84869,220695,45,719,8.0,0
70849,175649,36,722,11.0,0
77154,195824,50,752,12.0,0
41655,190749,40,677,0.0,0
63011,397437,39,768,8.0,0
49141,225490,40,692,2.0,0
41750,311162,55,673,11.0,0
94223,186092,44,789,6.0,0
96936,152787,41,728,3.0,0
68870,127865,44,734,9.0,0
108234,88982,49,616,6.0,0
40229,152819,50,667,3.0,0
61534,157462,21,791,13.0,0
89470,20000,36,756,11.0,0
66396,20935,39,721,5.0,0
84002,33521,47,701,6.0,0
90092,168098,37,834,1.0,0
67744,261899,27,734,5.0,0
76197,176915,29,719,8.0,0
82833,275455,37,789,0.0,0
88368,157360,52,667,3.0,0
79870,156016,46,738,13.0,0
57328,278054,49,736,2.0,0
33956,402916,42,758,8.0,1
51207,319972,41,716,14.0,0
91155,219029,22,801,9.0,0
92377,130329,46,670,19.0,0
76693,73942,37,733,12.0,0
51120,129242,35,697,16.0,0
43867,115245,57,628,5.0,0
54838,208937,46,674,10.0,0
110980,221038,60,654,7.0,0
33699,67996,39,717,8.0,0
55290,192210,51,619,11.0,0
60633,253014,41,739,12.0,0
111654,125434,43,756,12.0,0
66285,97874,34,687,6.0,0
28458,296662,25,648,11.0,1
53172,253727,36,656,8.0,0
95723,112062,25,765,8.0,0
76414,105676,52,676,4.0,0
87067,290751,52,737,0.0,0
45448,180744,52,735,4.0,0
89800,20000,59,714,10.0,0
102055,242673,39,678,11.0,0
85285,146674,40,693,0.0,0
75535,142485,50,655,14.0,0
90875,94252,37,631,3.0,1
60956,133404,41,782,4.0,0
76745,211923,51,719,4.0,0
120801,144532,56,740,6.0,0
75764,152425,55,754,4.0,0
87003,144550,43,741,0.0,0
94181,213779,24,728,17.0,0
71093,201846,22,829,10.0,0
73214,160349,25,712,8.0,0
53578,224328,38,717,9.0,0
40774,172668,59,798,0.0,0
97678,164621,22,713,3.0,0
98611,20000,44,730,6.0,0
62589,122313,22,761,11.0,0
56055,176341,24,848,8.0,0
82405,145185,27,735,0.0,1
102653,134612,43,784,14.0,0
84764,60202,44,759,8.0,0
84539,286473,36,730,6.0,0
101516,166851,26,598,24.0,0
86995,208784,42,740,5.0,0
28559,146738,38,723,0.0,0
65004,361784,40,706,15.0,0
47862,84508,34,702,0.0,0
44581,122241,44,712,11.0,0
85673,113063,40,722,10.0,0
18678,379595,35,802,14.0,1
59897,82342,36,653,6.0,0
88234,212615,22,730,15.0,0
38174,131462,37,732,12.0,0
44685,227339,31,734,10.0,0
26603,229527,41,734,15.0,0
54757,84544,54,794,3.0,0
71092,312870,24,722,3.0,0
49889,139969,40,595,4.0,1
65337,244811,23,813,22.0,0
74389,147004,42,680,10.0,0
59383,259467,29,767,10.0,0
95862,248570,35,835,5.0,0
17548,269552,38,721,0.0,1
52542,194965,38,718,0.0,0
43686,221264,48,726,6.0,0
55096,264084,39,778,8.0,0
82096,136414,38,684,3.0,0
86396,152895,33,656,4.0,0
42142,106548,24,690,8.0,1
68975,257935,43,850,8.0,0
63711,147807,28,619,7.0,1
38666,107557,48,729,6.0,0
85813,130873,45,647,10.0,1
79098,245868,44,793,0.0,0
59178,167560,41,665,10.0,0
42933,74452,36,671,7.0,0
78960,336645,33,671,6.0,0
75892,195563,24,740,16.0,0
61745,132719,27,813,0.0,1
92217,208293,43,803,1.0,0
96367,187701,41,677,4.0,0
60417,20000,56,773,5.0,0
82713,123359,31,737,8.0,0
75264,123437,31,696,13.0,0
28441,233926,21,755,5.0,0
80235,149680,46,693,8.0,0
54746,137735,52,649,7.0,1
53162,233450,42,658,0.0,0
69919,229201,36,680,0.0,0
74553,148382,32,739,15.0,0
54843,120919,60,704,14.0,0
25361,236574,34,716,0.0,1
56842,218753,26,672,10.0,0
68894,117707,41,702,5.0,0
29407,180401,28,702,0.0,0
35997,227469,48,699,3.0,0
57158,154594,23,702,12.0,0
95474,165185,24,726,1.0,0
76036,183386,43,654,12.0,0
81503,91663,33,736,4.0,0
67528,204957,46,613,1.0,0
69693,100828,37,698,3.0,0
91570,238657,30,712,5.0,0
60735,149446,45,850,7.0,0
61402,299978,27,672,16.0,0
77957,70117,41,743,13.0,0
76354,246714,27,737,0.0,0
49849,164251,31,745,8.0,0
95560,37686,43,745,0.0,0
96308,183475,45,711,16.0,0
86364,205780,50,714,0.0,1
100991,258385,52,752,7.0,0
41244,20000,39,727,7.0,0
71032,186160,44,723,10.0,0
102022,264957,55,732,15.0,0
69874,251683,34,703,12.0,0
119503,226759,57,693,1.0,0
72122,110802,35,709,0.0,0
62844,234887,32,694,14.0,0
123868,209834,53,662,12.0,0
60230,271545,34,745,8.0,0
79925,61187,21,697,8.0,0
63006,239436,52,682,8.0,0
15000,28152,33,563,7.0,0
83645,211522,40,679,0.0,0
72210,245333,48,696,3.0,0
117426,319316,26,751,8.0,1
81117,38937,29,767,12.0,0
69859,228263,51,677,2.0,0
47699,151027,39,686,8.0,0
50383,146658,50,736,10.0,0
59445,201401,48,754,3.0,0
69803,107663,43,672,9.0,0
31417,105703,48,670,3.0,0
72350,137367,28,728,1.0,0
76539,46668,41,755,0.0,0
115129,313441,30,806,6.0,0
25853,101682,30,766,1.0,0
58486,107178,29,714,4.0,0
65887,184190,50,719,3.0,0
102700,124208,28,710,18.0,0
69188,236711,29,661,9.0,0
36681,151699,51,677,9.0,0
55442,116274,39,780,15.0,0
59805,209386,48,769,11.0,0
79477,263405,43,702,6.0,0
20389,250870,32,704,9.0,0
47430,272083,41,810,10.0,1
53437,223102,37,616,13.0,0
68970,136569,30,733,0.0,0
53616,201364,24,715,3.0,0
52552,241445,27,638,4.0,0
79372,329792,41,744,6.0,0
85461,183077,40,736,12.0,0
81225,113391,32,733,7.0,0
49063,214155,48,696,5.0,0
72390,405046,32,718,6.0,0
70830,127327,27,663,16.0,0
92432,258026,49,725,9.0,0
88425,200341,28,721,0.0,1
105061,225694,28,799,1.0,0
48916,236509,45,662,9.0,0
66726,178746,27,622,13.0,1
92991,266872,65,825,14.0,0
62940,315184,44,663,1.0,1
36595,61388,65,624,0.0,1
16229,170560,38,662,0.0,0
68010,20000,47,647,7.0,0
68981,69955,50,762,15.0,0
43197,64029,38,714,1.0,0
55238,87553,44,741,0.0,0
62140,278885,36,676,11.0,0
71815,228228,65,738,17.0,0
105507,173065,42,759,6.0,0
36907,122356,33,690,12.0,0
76744,211175,49,728,3.0,0
83951,42106,29,689,12.0,0
139838,160473,35,738,11.0,1
88009,230394,29,743,17.0,0
33104,163345,43,723,11.0,0
59272,50701,30,681,2.0,0
46206,173826,42,799,13.0,0
80749,121041,37,755,10.0,0
36872,87766,30,740,0.0,0
68651,284102,39,587,9.0,1
121383,165885,37,677,12.0,0
105452,138974,24,745,15.0,0
38817,259461,61,753,13.0,0
66898,20000,21,729,6.0,0
85246,245731,33,814,4.0,1
93810,64740,27,740,9.0,0
76723,161752,39,736,10.0,0
59752,69091,59,731,4.0,0
48577,71448,60,755,0.0,0
96957,156404,42,735,7.0,0
68725,164426,37,677,8.0,0
60876,224149,48,707,10.0,0
76605,185601,24,717,0.0,1
38554,121011,21,675,8.0,0
81190,271360,30,723,9.0,0
102250,58943,32,842,0.0,0
84099,228444,41,639,3.0,0
85262,159930,51,745,5.0,0
91149,228207,33,721,13.0,0
83309,204886,34,697,4.0,0
88937,194006,21,698,9.0,0
58213,146238,44,669,10.0,0
47988,343662,38,635,11.0,1
81294,309785,46,649,7.0,0
102440,245823,47,772,9.0,0
54070,129336,55,660,4.0,0
99094,142032,32,561,21.0,0
96412,305093,31,707,3.0,0
48692,150712,41,721,4.0,0
74623,207812,21,841,12.0,0
45890,145188,53,741,3.0,0
52848,196753,54,723,0.0,0
54166,223313,33,790,10.0,0
94996,168386,21,663,9.0,0
46259,35401,21,802,10.0,0
87823,232371,29,661,13.0,0
72625,150576,43,843,10.0,0
71157,302614,47,692,14.0,0
97374,343951,27,795,2.0,0
107187,299558,42,761,11.0,0
52649,201559,59,774,9.0,0
20095,218406,42,695,6.0,0
30290,95525,21,683,16.0,0
70860,241502,34,709,2.0,0
91665,280813,40,698,7.0,0
52156,346046,36,715,9.0,0
118361,258459,48,713,8.0,0
105090,241286,36,676,0.0,0
43657,160981,33,688,2.0,0
72921,236340,21,682,3.0,0
69527,171691,52,695,4.0,0
53318,300850,34,735,1.0,0
29386,175319,52,766,1.0,0
56596,215261,32,742,6.0,0
38850,175771,43,707,4.0,0
90845,148770,38,707,2.0,0
36004,203124,43,767,14.0,0
71843,217872,60,616,5.0,1
77487,162230,39,735,13.0,0
107618,135461,45,718,3.0,0
52992,80831,53,728,13.0,0
73654,147498,48,624,10.0,0
88325,181469,36,720,12.0,0
20902,180080,40,680,16.0,0
63212,153695,62,790,6.0,0
79675,273003,41,679,7.0,0
94030,230172,51,641,13.0,1
102025,56210,48,645,13.0,0
72989,268945,49,696,7.0,0
99777,21374,58,673,1.0,0
38976,72884,38,686,4.0,0
69017,185593,32,774,3.0,0
64198,236739,65,756,0.0,0
91819,322624,37,721,4.0,0
78642,224868,51,778,7.0,0
126507,193394,35,735,9.0,0
70972,190009,23,824,13.0,0
94485,194154,39,694,0.0,1
68760,371534,38,678,16.0,0
44778,260064,31,654,9.0,0
101152,142586,35,798,1.0,0
40304,277345,40,735,3.0,0
60601,205241,57,801,8.0,0
96819,194607,21,725,11.0,0
92420,207614,33,725,7.0,0
97773,211725,54,755,5.0,0
82714,20000,61,729,8.0,0
90000,306552,63,774,6.0,1
47096,128209,21,633,6.0,0
68218,149329,38,697,7.0,0
65949,343537,46,715,11.0,0
105897,168838,59,772,2.0,0
63985,141744,40,741,12.0,0
112376,138511,23,776,11.0,0
63927,132345,33,710,6.0,0
55934,31290,50,755,5.0,0
49459,308455,37,705,10.0,0
110408,142437,41,713,6.0,0
58553,181411,61,706,12.0,0
58976,102657,24,739,16.0,0
74606,193629,53,774,11.0,1
99216,206974,40,698,6.0,0
99679,136144,40,673,14.0,0
52331,197476,40,666,6.0,0
50106,180044,42,784,20.0,0
84032,147972,47,812,11.0,0
60031,217777,44,657,2.0,0
90217,221171,24,711,8.0,0
95584,157146,37,753,16.0,0
52134,200058,51,649,10.0,0
56214,212674,36,694,0.0,0
63427,121778,34,745,13.0,0
53650,68763,41,718,7.0,0
79803,136640,21,733,0.0,1
90251,61930,36,668,0.0,1
125321,128100,47,634,10.0,0
44309,288127,55,711,16.0,0
57135,86058,45,808,15.0,0
135013,263492,35,666,0.0,0
76692,206427,65,796,8.0,0
48662,266502,33,617,6.0,0
105422,397474,23,724,8.0,0
89755,102553,56,807,8.0,0
84667,142871,54,727,0.0,0
54236,143847,55,717,7.0,0
69286,99403,28,700,3.0,0
43374,66476,45,758,3.0,0
116987,151869,36,678,4.0,0
114876,252350,31,725,5.0,0
74979,186419,32,792,13.0,0
59770,136649,39,697,5.0,0
83526,235294,40,715,8.0,0
77549,219991,60,742,4.0,1
60225,221503,21,735,9.0,0
84166,325515,43,732,18.0,0
80656,138135,27,738,10.0,0
36355,177660,34,675,6.0,0
57754,218051,59,745,0.0,1
97898,241214,44,796,17.0,0
78168,180349,49,702,7.0,0
95619,136135,45,758,10.0,0
124709,269893,40,637,5.0,1
74586,140289,30,711,12.0,0
66672,116257,43,669,7.0,0
